,file,artist,title,lyrics
89,TRAEZKA128F4282B79.h5,Kaija Koo,Savu hälvenee,"Katsoin lapsena kaleidoskooppiin
Näin kristallimaapallon
Kun se silmissä kirkkaana pyörii
Jaguaarista antilooppiin koko maailma sen sisällä on
Ja keijukaiset piiriä pyörii
Kun myöhemmin siihen katselin hmm hiukan ihmetellen
Ei kuvat ne juokse edessä silmien

Kun savu hälvenee
Minä ensi kertaa näen sinut paljon selvemmin 
Minä todellakin näen paremmin
Beibi tuutko takaisin
Tämän savun jälkeen nään sut selvemmin

Ilotytöstä pappiin jokainen haluaa
Sitä kaleidoskooppiansa pyörittää
Ja pyhäpaidan juoponnappiin ne siitä palkaksi saa
Ja kaleidoskooppi kiinni hirttää
Sinä olet lapsenmielinen ikkunastani nähnyt en
Sua takaa raskaiden savuverhojen

Kun savu hälvenee....

Jää ruuti haisemaan 
Kestää pienen hetken tottua 
Tähän uuteen maisemaan
Ja sitten kun savu selkenee jätän taistelutantereen
Ja kuljen päähän uuden mantereen"
90,TRAKNBW128F4249FD8.h5,The Plasmatics,Summer Nite,
91,TRAJTCX128F42990AD.h5,Diamanda Galas,Vena Cava 8,
92,TRAOYHS128F427EF8B.h5,Daniel Johnston,Desperate Man Blues,"There ain't no color in the sky, anymore
And I don't feel much like singing
Can't see what for

And there ain't no comfort in this life, anymore
All that I can see that's ahead of me
Looks like such a chore

Maybe something will happen
To make it all better, better
Maybe something will come along
And make me happy, happy

There ain't no fun in living, anymore
And I don't feel much like living
Can't see what for

There ain't no life left in me
I feel a bit funny
Like a ghost with nowhere to go
My hope is gone and left me
A desperate man

There’s no spunk left in me
I feel so hollow in me
So empty, so empty, so empty, so empty
A big chunk of what I was is gone
And left me a desperate man

Now I'm a desperate man
A lonely, scared, sad, sorry man

And I just can’t see no color in the sky, anymore
There's color there I'm sure
But it ain't mine and it's made me blind
A desperate man, desperate
I’m a desperate man"
93,TRAFZKN128F92E11AD.h5,The Dee Jays,In The Midnight Hour,
94,TRAPNII12903CEA4F8.h5,Bad Company,Simple Man,"I am just a simple man, working on the land
Oh it ain't easy
I am just a simple man, working with my hands
Oh believe me
Freedom is the only thing means a damn to me
Oh you can't fake it
Freedom is the only song, sings a song for me
Oh we're gonna make it

I am just a simple man, trying to be me
Oh it ain't easy
I am just a simple man, trying to be free
Oh believe me
Freedom is the only thing means a damn to me
Oh you can't fake it
Freedom is the only song, sings a song for me
Oh we're gonna make it

I am just a simple man, working on the land
Oh it ain't easy
I'm just a simple man, working with my hands
Oh baby, believe me
I'm just a simple man, yeah yeah
Freedom is the only thing means a damn to me
I'm just a simple man, yeah"
95,TRAHHJP128F9352A3C.h5,Antonio Koudele,Track TAKE FIVE,
96,TRAOYFS128F423E593.h5,My Chemical Romance,Interlude (Album Version),"Saints protect her now,
Come angels of the Lord
Come angels of the Lord"
97,TRAXJUF12903D0F11F.h5,Jets,Alligator Come Across (Live),
98,TRAYYIN12903CAD8C6.h5,K-OS,Man I Used To Be,"I tried it, I couldn't find it
Now I just wanna get back to me
Oh baby, hoo hoo
Back into the man I used to be

Things that I said I wouldn't do, I did 'em
Secrets below the service of truth I hid 'em
This man kind is past, but can he erase
The tears of a million years is human race
Of animals, that talk and walk upright
Then slave all day and fall in a trance at night
Flowing the planet, trying to find missing links
Like the men we used to be and always suppose to think
Mysteries, maybe not
It's getting hot, we better configure the plot, but
I hold a pen with the grip so tight
That'a squeeze the ink out'ta the page, and write a song for the people
Came up from the underground, now I write above on a hovercraft sound
This microphone, like an an amphetamine
Keeping me clean, speaking in dreams
So nature can intervene, just for a scene

I tried it, I couldn't find it
Now I just wanna get back to me
Oh baby, hoo hoo
Back into the man I used to be

I walk along this path alone, my feet hurt
Lost some friends along the way, I did dirt
I went to church, I tried everything
From leaving my body, to watching the birds sing
For hours, so I could feel heavenly powers
Had been across the universe and inside of flowers
But what is it worth, I'm still just a man on the earth
Rappers are acting like man tan
Can I be candid, I can't stand it
Rap bandit, got heaven acting frantic
I wanna swing my sword decapitate
But what is a man if he acts like an ape
So I sit back, planning my great escape
Load up my EPS and peruse my record crate
The man I used to be, I can only see by looking beyond me
So what is reality, I don't know

I tried it, I couldn't find it
Now I just wanna get back to me
Oh baby, hoo hoo
Back into the man I used to be

Wrong song
You know what
I woke up in the morning
I took a trip to the corner store
That's when I heard my calling
But I'd never heard the voice of truth before
So I kept on walking
Pretended I didn't see
Walked by a window and my reflection said to me
You could try all the same
But you'll never know this mystery
There's no pilot on your plane
So you're not the man you used to be
Try all the game, but you'll never know this mystery
When your pilot has no plane
Said you're the man you used to be seen
Holla and ya holla, you folla you fall
Ya holler and ya holla, you folla you fall
Ya holler and ya holla, you folla you fall
Ya holler and ya holla, you folla you fall
Ya holler and ya holla, you folla you fall
Ya holler and ya holla, you folla you fall
Yo, microphones get ripped holding us back
K dash rocking it out, rocking the cold style
Making it up, go along singing my song
Woke up, in the early morn didn't know what was going on
Whatever, I don't really know
Flows like an immaculate goat what up, whatever"
99,TRAKHYP128E0792F07.h5,Patty Griffin,Moses,"Diamonds, roses I need Moses
To cross this sea of loneliness, part this red river of pain
I don't necessarily buy any key to the future or happiness
But I need a little place in the sun sometimes or I think I will die

But everywhere is somewhere and nowhere is near
Everybody got somebody with their wine and their beer
So I'm just this tragic figure in the corner over here
With an empty apartment and a best friend who is a queer

Every time I see him he smiles 
And tells me how well he is walking these miles
But he never ever asks a single thing about me
If I die he'd hear about it eventually

Diamonds, roses I need Moses
To cross this sea of loneliness, part this red river of pain

An everywhere is somewhere and nowhere is near
Everybody got somebody with their wine and their beer
So I'm just this tragic figure in the corner over here
Go home to an empty apartment and call a best friend who is queer

Diamonds, roses, I need Moses
To cross this sea of loneliness, part this red river of pain
To cross this sea of loneliness, part this red river of pain
To cross this sea of loneliness, part this red river of pain, of pain"
100,TRAOXCO128F147830B.h5,Shifty,EZ Cuz You're Beautiful (Album Version),"Lovin' you
Is easy cause your beautiful
Doo-doo-doo-doo-doo-ooh-ooh
Oh-oh-oh-oh-oh-oh-oh

Come on
Now girl your beautiful
So beautiful
It tears me up like what

No matter how
How much I get it
Never seems to be enough

We've had our
Ups and downs
Our highs and lows
And every time we fight it's like more of the juice exposed

But you know
That's just they way love goes
If I wasn't passionate about it
Baby then I wouldn't explode

Oh, oh temper temper
Well here we go again
'Cause I'm your lover, your protector
And your very best friend

There ain't a doubt in my mind
That we were meant to be
Baby girl your so fine
Feel my frequency

I want you next to me
For the rest of my life
I'm singin' no more lonely nights
Like Bob Marley

Everything is gonna be all right
Said I want you by my side
Till the day that I die
We can drink get high

We can dance all night
Under the monlight
Tongue and cheek
I got you freakin' on me

Baby please

Now when the sky is fallin' down
Girl I found that your the cure
'Cause your the only thing that's real
When I'm feelin' insecure

Your always there for me
When I need someone to care for me
Apparently you made the right move
Rather carefully

So till the end I'm lovin' you
Kissin' you and huggin' you
Even though your friends have got
A different point of view

And after everything
That we've been through
It's really easy lovin' you
It's true

My heart has got
The scars to prove
I'm obsessed with you
And everything you do

Its magical
It brings me close to you
Close is true
I don't know what you do

And I remember when we started
Everything was so real
And there's no words to express
The way you make me feel

And lovin' you ain't hard
It's easy 'cause your beautiful
And who knows what's comin' next
Our sex is like a ritual

Ooh child
Baby girl you got a place in my heart
You either hold my life together
Or you break it apart

You really got a hold on me
Don't you ever let go
Don't you let me be
Till I tell you so

You on my mind all the time
Your so controlable
'Cause you oh so fine
And I'm claiming you as mine

Whoa-oh hey no
How low will I go
How high can I get
I've lost all control

Whoa-oh hey no
How far will we go
You got a hold on my soul
Don't you ever let go

Loving you
Oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh
Doo-doo-doo-doo-doo
Oh-oh-oh-oh-oh-oh-oh"
101,TRASCWR12903CCC575.h5,Jimi Hendrix,Hear My Train A Comin',"Well, I wait around the train station
Waitin' for that train
Waitin' for the train, yeah
Take me home, yeah
From this lonesome place
Well, now a while lotta people put me down a lotta changes
My girl had called me a disgrace

Dig
The tears burnin'
Tears burnin' me
Tears burnin' me
Way down in my heart
Well, you know it's too bad, little girl
It's too bad
Too bad we have to part (have to part)

Dig
Gonna leave this town, yeah
Gonna leave this town
Gonna make a whole lotta money
Gonna be big, yeah
Gonna be big, yeah
I'm gonna buy this town
I'm gonna buy this town
An' put it all in my shoe
Might even give a piece to you
That's what I'm gonna do
What I'm gonna do
What I'm gonna do"
102,TRABHFK128F92F1271.h5,Leonard Kwan,Hawaiian Chimes,
103,TRARUOP12903CF2384.h5,Shadows Fall,What Drives The Weak,"This time released security
Controlled dose of tranquility
Forgetfulness washes over me
Put to rest the voices of insanity

Only the cinders remain
As another night
Becomes a yesterday

Come on! Anesthetize the panic
It is what drives the weak
You're gone! Anesthetize the panic
Putting all uncertainties to sleep

Not an altered state of mind
But a safer place in an unsafe world
Within the nearness of death
Rapture in the skip of a heartbeat

Only the cinders remain
As another night
Becomes a yesterday

Come on! Anesthetize the panic
It is what drives the weak
You're gone! Anesthetize the panic
Putting all uncertainties to sleep

To Sleep!
To Sleep!

Come on! Anesthetize the panic
It is what drives the weak
You're gone! Anesthetize the panic
Putting all uncertainties to sleep

Anesthetize the panic
It is what drives the weak"
104,TRABGZL128F428A25B.h5,Dropkick Murphys,Bloody Pig Pile (Live),
105,TRAKFSV128F4257C10.h5,Finntroll,Kitteldags,"Människofolk ej festa
Gammelfar lemlästa
Uråldrig ilska och trolldom
Häxeri blev festens slut

Så ska de nu genast stekas
som de en gång stekte oss
De ska saltas de ska kokas
Köttet skall skavas från benen loss

Måltiden nu nått sitt slut
Mätt och nöjd mången trolltrut
Småtroll kött nu river
Rivfader fram kliver

Full med hat
Präst blir mat
Han läggs på fat"
106,TRALAZE12903CA5A3B.h5,A Tundra,The Doug McComb Over,
107,TRAYKDG128F4215DD2.h5,Dr. Elmo,Happy Halloween Anniversary,
108,TRAXVEB128F14743BB.h5,Line Renaud,Cent Mille Guitares,
109,TRAMZPZ128F4274ECC.h5,The Monroes,Arabian Night,
110,TRAQGWN12903CE658C.h5,We Show Up On Radar,Like a Bird Pulling Up At a Worm,
111,TRATPUS128F4271260.h5,Babe Ruth,A Fistful Of Dollars (1994 Digital Remaster),"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld"" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
112,TRARBGM12903CC5026.h5,Open Hand,Never Alone,"I don't know now
It's not the time, to talk about it
Are you calling out this time?
You'll see tonight,
Please leave on the light

Are we done this time?
Am I this all right?
You let me down
I know right now
I've tried before to find a way

I know, I'm home
When I walk in and see your face
But now, you're gone,
And my life seems so out of place

Why did I hide from you
From all the things you do
How can I last tomorrow
When I can't even go today?

Turned inside out,
You asked me why do I feel this way
So what now?
What's wrong? I know I feel the same
Even I know can't you see
I know why you're not here with me

I know, I'm home
When I walk in and see your face
But now you're gone and my life
Seems so out of place

Why did I hide from you
From all the things you do
How can I last tomorrow
When I can't even go today
Today, I knew when I said goodbye"
113,TRAJRIT128F92F4352.h5,Usher,Trading Places,"I know what you used to
We gon' do something different tonight

Now we gonna do this thing a lil different tonight
U gonna come over and pick me up in your ride
U gon knock and then you gon wait
Ooh you gon take me on a date
U gonna open my door and ima reach over and open yours
Gon pay for dinner take me to see a movie
And whisper in my ear I bet you really wanna do me
Girl now take me home and get up in my pants
Pour me up a shot and force me to the bed

I'm always on the top tonight I'm on the bottom
'Cause we trading places
When I can't take no more, tell me you ain't stopping
'Cause we trading places
Now put it on me baby till I say Ooh weee
And tell me to shut up before the neighbors hear me
This is how it feels when you do it like me
We trading places
Gon get it, get it get it, get it get it,
Gon get it, get it get it, get it get it,
Gon get it, get it get it, get it get it,
We trading places

I'll be waking you up to a cup of Folgers
Pancakes and eggs I owe ya breakfast in bed, oh baby
And your orange juice sitting on the coaster
Toast on the side baby strawberry and grape jelly
You finished let me get that drink,
Pull the curtain from the window
Time to get up baby let me make this bed up
Today we going shopping blow 30 on me
Make it 60, spend it like you really love me
Skip dinner and we gon rent a movie
You order Chinese food right before you do me
You coming on strong baby let me wash me hands
She said hurry up then get in the bed

You get on top tonight I'm on the bottom
'Cause we trading places
When I can't take no more, tell me you ain't stopping
'Cause we trading places
Now put it on me baby till I say Ooh weee
And tell me to shut up before the neighbors hear me
This is how it feels when you do it like me
We trading places
Gon get it, get it get it, get it get it,
Gon get it, get it get it, get it get it,
Gon get it, get it get it, get it get it,
We trading places

Wash the car
I'm gonna walk the dog
Take out the trash
With nothing but your t-shirt on
I'm gonna press your shirt
Gonna wrinkle mines up
In the kitchen going crazy we don't give a what
Where you want me?
Give it to me baby
Ooh-uuuu baby
Baby yeaaa

You get on top tonight I'm on the bottom
'Cause we trading places
When I can't take no more, you say you ain't stopping
'Cause we trading places
Now we gon do this thing a lil different tonight
Trading places

Stay tuned for part 2
You been me I been u
But we gon switch this thing back
Ima put it on your"
